datetime,count
2011-01-20 00:00:00,13.1
2011-01-20 01:00:00,5.2
2011-01-20 02:00:00,4.6
2011-01-20 03:00:00,3.6
2011-01-20 04:00:00,3.2
2011-01-20 05:00:00,4.7
2011-01-20 06:00:00,38.0
2011-01-20 07:00:00,82.6
2011-01-20 08:00:00,196.1
2011-01-20 09:00:00,108.8
2011-01-20 10:00:00,61.8
2011-01-20 11:00:00,59.6
2011-01-20 12:00:00,81.0
2011-01-20 13:00:00,68.0
2011-01-20 14:00:00,71.6
2011-01-20 15:00:00,71.5
2011-01-20 16:00:00,87.0
2011-01-20 17:00:00,186.8
2011-01-20 18:00:00,165.2
2011-01-20 19:00:00,95.1
2011-01-20 20:00:00,65.2
2011-01-20 21:00:00,49.1
2011-01-20 22:00:00,48.3
2011-01-20 23:00:00,35.1
2011-01-21 00:00:00,15.1
2011-01-21 01:00:00,5.8
2011-01-21 02:00:00,4.0
2011-01-21 03:00:00,2.4
2011-01-21 04:00:00,2.6
2011-01-21 05:00:00,4.8
2011-01-21 06:00:00,34.5
2011-01-21 07:00:00,81.5
2011-01-21 08:00:00,181.3
2011-01-21 09:00:00,111.0
2011-01-21 10:00:00,48.4
2011-01-21 11:00:00,63.7
2011-01-21 12:00:00,76.5
2011-01-21 13:00:00,63.9
2011-01-21 14:00:00,64.4
2011-01-21 15:00:00,62.2
2011-01-21 16:00:00,75.1
2011-01-21 17:00:00,146.4
2011-01-21 18:00:00,141.1
2011-01-21 19:00:00,95.1
2011-01-21 20:00:00,60.0
2011-01-21 21:00:00,40.6
2011-01-21 22:00:00,33.5
2011-01-21 23:00:00,26.8
2011-01-22 00:00:00,28.9
2011-01-22 01:00:00,15.3
2011-01-22 02:00:00,13.6
2011-01-22 03:00:00,5.2
2011-01-22 04:00:00,4.4
2011-01-22 06:00:00,3.9
2011-01-22 07:00:00,12.5
2011-01-22 08:00:00,18.7
2011-01-22 09:00:00,38.9
2011-01-22 10:00:00,59.2
2011-01-22 11:00:00,62.6
2011-01-22 12:00:00,66.9
2011-01-22 13:00:00,66.5
2011-01-22 14:00:00,61.9
2011-01-22 15:00:00,70.2
2011-01-22 16:00:00,73.7
2011-01-22 17:00:00,75.1
2011-01-22 18:00:00,63.1
2011-01-22 19:00:00,37.5
2011-01-22 20:00:00,35.4
2011-01-22 21:00:00,42.8
2011-01-22 22:00:00,33.3
2011-01-22 23:00:00,25.3
2011-01-23 00:00:00,31.1
2011-01-23 01:00:00,17.1
2011-01-23 02:00:00,17.8
2011-01-23 03:00:00,17.0
2011-01-23 05:00:00,3.4
2011-01-23 06:00:00,2.7
2011-01-23 07:00:00,12.1
2011-01-23 08:00:00,19.6
2011-01-23 09:00:00,28.7
2011-01-23 10:00:00,58.0
2011-01-23 11:00:00,68.4
2011-01-23 12:00:00,70.2
2011-01-23 13:00:00,67.0
2011-01-23 14:00:00,65.7
2011-01-23 15:00:00,67.5
2011-01-23 16:00:00,73.9
2011-01-23 17:00:00,73.2
2011-01-23 18:00:00,70.8
2011-01-23 19:00:00,44.6
2011-01-23 20:00:00,38.1
2011-01-23 21:00:00,40.9
2011-01-23 22:00:00,19.0
2011-01-23 23:00:00,15.1
2011-01-24 00:00:00,11.5
2011-01-24 01:00:00,5.2
2011-01-24 03:00:00,2.1
2011-01-24 04:00:00,2.5
2011-01-24 05:00:00,4.8
2011-01-24 06:00:00,38.1
2011-01-24 07:00:00,72.2
2011-01-24 08:00:00,158.0
2011-01-24 09:00:00,104.5
2011-01-24 10:00:00,44.9
2011-01-24 11:00:00,41.6
2011-01-24 12:00:00,43.9
2011-01-24 13:00:00,42.4
2011-01-24 14:00:00,39.4
2011-01-24 15:00:00,54.0
2011-01-24 16:00:00,65.4
2011-01-24 17:00:00,151.1
2011-01-24 18:00:00,143.6
2011-01-24 19:00:00,92.1
2011-01-24 20:00:00,60.6
2011-01-24 21:00:00,46.9
2011-01-24 22:00:00,23.6
2011-01-24 23:00:00,18.7
2011-01-25 00:00:00,8.6
2011-01-25 01:00:00,5.1
2011-01-25 02:00:00,3.2
2011-01-25 04:00:00,2.0
2011-01-25 05:00:00,3.5
2011-01-25 06:00:00,37.0
2011-01-25 07:00:00,82.0
2011-01-25 08:00:00,141.9
2011-01-25 09:00:00,108.2
2011-01-25 10:00:00,53.5
2011-01-25 11:00:00,50.5
2011-01-25 12:00:00,71.0
2011-01-25 13:00:00,64.0
2011-01-25 14:00:00,65.3
2011-01-25 15:00:00,66.0
2011-01-25 16:00:00,85.4
2011-01-25 17:00:00,205.7
2011-01-25 18:00:00,188.2
2011-01-25 19:00:00,100.5
2011-01-25 20:00:00,67.8
2011-01-25 21:00:00,49.7
2011-01-25 22:00:00,40.8
2011-01-25 23:00:00,25.6
2011-01-26 00:00:00,9.6
2011-01-26 01:00:00,6.8
2011-01-26 02:00:00,4.2
2011-01-26 05:00:00,3.6
2011-01-26 06:00:00,22.1
2011-01-26 07:00:00,79.6
2011-01-26 08:00:00,137.1
2011-01-26 09:00:00,67.1
2011-01-26 10:00:00,41.1
2011-01-26 11:00:00,40.7
2011-01-26 12:00:00,44.2
2011-01-26 13:00:00,45.6
2011-01-26 14:00:00,40.9
2011-01-26 15:00:00,38.9
2011-01-26 16:00:00,64.6
2011-01-26 17:00:00,117.2
2011-01-27 16:00:00,72.4
2011-01-27 17:00:00,168.3
2011-01-27 18:00:00,148.4
2011-01-27 19:00:00,97.4
2011-01-27 20:00:00,67.9
2011-01-27 21:00:00,44.8
2011-01-27 22:00:00,38.1
2011-01-27 23:00:00,27.3
2011-01-28 00:00:00,16.6
2011-01-28 01:00:00,6.7
2011-01-28 02:00:00,2.4
2011-01-28 03:00:00,2.1
2011-01-28 05:00:00,4.5
2011-01-28 06:00:00,27.0
2011-01-28 07:00:00,79.3
2011-01-28 08:00:00,135.1
